,Year,Country,Sex,Age,Activity,Fatal
1419,2004,BRAZIL,M,24,Other,N
1420,2004,USA,M,Unknown,Surfing,N
1421,2004,USA,M,50,Other,Y
1422,2004,USA,M,47,Swimming,N
1423,2004,AUSTRALIA,M,30,Fishing,N
1424,2004,SOUTH AFRICA,Unknown,Unknown,Fishing,N
1425,2004,USA,F,20,Surfing,N
1426,2004,RUSSIA,M,Unknown,Fishing,N
1427,2004,USA,F,28,Surfing,N
1428,2004,USA,F,13,Swimming,N
1429,2004,USA,F,19,Swimming,N
1430,2004,USA,M,11,Fishing,N
1431,2004,AUSTRALIA,Unknown,Unknown,Fishing,N
1432,2004,JAPAN,M,51,Fishing,N
1433,2004,AUSTRALIA,M,30,Surfing,Y
1434,2004,EGYPT,F,15,Other,N
1435,2004,USA,M,7,Other,N
1436,2004,USA,M,45,Surfing,N
1437,2004,AUSTRALIA,M,Unknown,Fishing,N
1438,2004,USA,F,Unknown,Other,N
1439,2004,AUSTRALIA,M,17,Other,N
1440,2004,USA,M,8,Swimming,N
1441,2004,SOUTH AFRICA,M,21,Swimming,Y
1442,2004,USA,M,16,Other,N
1443,2004,BRAZIL,M,17,Swimming,N
1444,2004,USA,M,44,Surfing,N
1445,2004,USA,M,9,Swimming,N
1446,2004,USA,M,9,Swimming,N
1447,2004,USA,F,9,Unknown,N
1448,2004,BRAZIL,F,24,Other,N
1449,2004,BAHAMAS,M,63,Fishing,N
1450,2004,USA,M,28,Surfing,N
1451,2004,BRAZIL,M,22,Swimming,Y
1452,2004,AUSTRALIA,M,Unknown,Other,N
1453,2004,NEW ZEALAND,Unknown,Unknown,Fishing,N
1454,2004,TONGA,M,Unknown,Fishing,Y
1455,2004,TONGA,M,Unknown,Fishing,Y
1456,2004,USA,M,57,Surfing,Y
1457,2004,SOUTH AFRICA,M,16,Surfing,N
1458,2004,USA,F,22,Surfing,Y
1459,2004,USA,M,26,Unknown,N
1460,2004,USA,M,20,Surfing,N
1461,2004,BRAZIL,M,22,Other,N
1462,2004,USA,M,Unknown,Surfing,N
1463,2004,REUNION,M,20,Surfing,N
1464,2004,USA,M,61,Swimming,N
1465,2004,USA,F,Unknown,Other,N
1466,2004,NEW ZEALAND,M,Unknown,Fishing,N
1467,2004,USA,M,51,Surfing,N
1468,2004,AUSTRALIA,M,47,Fishing,N
1469,2004,BRAZIL,M,29,Swimming,Y
1470,2004,NEW ZEALAND,M,15,Surfing,N
1471,2004,AUSTRALIA,M,Unknown,Swimming,N
1472,2004,AUSTRALIA,M,31,Fishing,N
1473,2004,EGYPT,M,Unknown,Other,Y
1474,2004,AUSTRALIA,M,22,Other,N
1475,2004,AUSTRALIA,M,46,Other,N
1476,2004,URUGUAY,M,21,Surfing,N
1477,2004,NEW ZEALAND,M,Unknown,Other,N
1478,2004,VENEZUELA,M,Unknown,Swimming,N
1479,2004,VENEZUELA,M,40,Fishing,N
1480,2004,SOUTH AFRICA,M,Unknown,Surfing,N
1481,2004,AUSTRALIA,M,Unknown,Other,N
1482,2004,SOUTH AFRICA,M,22,Surfing,N
1483,2004,NEW ZEALAND,M,Unknown,Fishing,N
1484,2004,EGYPT,Unknown,Unknown,Other,Y
1485,2004,AUSTRALIA,M,Unknown,Surfing,N
1486,2003,SOUTH AFRICA,Unknown,Unknown,Unknown,N
1487,2003,USA,M,28,Swimming,N
1488,2003,USA,M,13,Swimming,N
1489,2003,NEW ZEALAND,M,45,Swimming,Y
1490,2003,AUSTRALIA,M,36,Surfing,N
1491,2003,AUSTRALIA,M,Unknown,Swimming,N
1492,2003,AUSTRALIA,M,Unknown,Swimming,N
1493,2003,SOUTH AFRICA,M,21,Fishing,Y
1494,2003,USA,F,35,Surfing,N
1495,2003,INDIA,M,35,Surfing,N
1496,2003,USA,M,24,Surfing,N
1497,2003,EGYPT,M,Unknown,Other,N
1498,2003,SOUTH AFRICA,Unknown,Unknown,Surfing,N
1499,2003,AUSTRALIA,M,Unknown,Other,N
1500,2003,PANAMA,M,Unknown,Fishing,N
1501,2003,USA,M,18,Surfing,N
1502,2003,AUSTRALIA,M,22,Surfing,N
1503,2003,USA,F,13,Surfing,N
1504,2003,USA,M,46,Surfing,N
1505,2003,USA,M,56,Other,N
1506,2003,USA,M,19,Surfing,N
1507,2003,USA,M,Unknown,Swimming,Y
1508,2003,USA,F,Unknown,Surfing,N
1509,2003,USA,M,18,Surfing,N
1510,2003,USA,M,30,Surfing,N
1511,2003,USA,M,50,Surfing,N
1512,2003,USA,F,41,Fishing,N
1513,2003,FIJI,M,40,Other,Y
1514,2003,USA,M,16,Surfing,N
1515,2003,USA,M,21,Surfing,N
1516,2003,USA,M,19,Surfing,N
1517,2003,USA,M,17,Surfing,N
1518,2003,USA,M,30,Surfing,N
1519,2003,SOUTH AFRICA,Unknown,31,Fishing,N
1520,2003,USA,F,9,Swimming,N
1521,2003,USA,M,18,Other,N
1522,2003,USA,M,15,Other,N
1523,2003,SOUTH AFRICA,M,19,Other,Y
1524,2003,USA,M,Unknown,Fishing,N
1525,2003,USA,M,Unknown,Fishing,N
1526,2003,USA,F,50,Swimming,Y
1527,2003,USA,M,31,Swimming,N
1528,2003,SOUTH AFRICA,M,16,Surfing,N
1529,2003,AUSTRALIA,M,37,Surfing,N
1530,2003,USA,M,18,Surfing,N
1531,2003,USA,F,15,Other,N
1532,2003,BAHAMAS,M,58,Fishing,N
1533,2003,USA,M,10,Surfing,N
1534,2003,USA,M,21,Surfing,N
1535,2003,BAHAMAS,M,39,Fishing,N
1536,2003,USA,M,Unknown,Fishing,N
1537,2003,FRENCH POLYNESIA,M,Unknown,Fishing,N
1538,2003,NEW ZEALAND,M,Unknown,Other,N
1539,2003,USA,M,17,Surfing,N
1540,2003,USA,M,15,Surfing,N
1541,2003,BRAZIL,M,Unknown,Unknown,Y
1542,2003,USA,F,12,Other,N
1543,2003,USA,M,60,Swimming,N
1544,2003,USA,M,51,Swimming,N
1545,2003,USA,M,33,Surfing,N
1546,2003,USA,Unknown,15,Surfing,N
1547,2003,USA,F,22,Swimming,N
1548,2003,USA,M,18,Surfing,N
1549,2003,USA,M,22,Other,N
1550,2003,USA,M,20,Swimming,N
1551,2003,USA,M,34,Surfing,N
1552,2003,USA,F,9,Other,N
1553,2003,PHILIPPINES,Unknown,Unknown,Unknown,N
1554,2003,BRAZIL,M,Unknown,Other,N
1555,2003,BRAZIL,M,16,Swimming,N
1556,2003,BRAZIL,M,17,Surfing,N
1557,2003,BRAZIL,M,7,Swimming,N
1558,2003,USA,M,36,Surfing,N
1559,2003,USA,M,17,Surfing,N
1560,2003,USA,M,30,Surfing,N
1561,2003,USA,M,23,Surfing,N
1562,2003,USA,M,18,Surfing,N
1563,2003,USA,M,11,Other,N
1564,2003,USA,M,12,Surfing,N
1565,2003,USA,M,20,Swimming,N
1566,2003,VENEZUELA,M,28,Surfing,N
1567,2003,USA,M,Unknown,Surfing,N
1568,2003,USA,M,50,Surfing,N
1569,2003,USA,F,Unknown,Other,N
1570,2003,NEW ZEALAND,M,44,Other,N
1571,2003,AUSTRALIA,M,37,Other,N
1572,2003,USA,M,54,Swimming,N
1573,2003,AUSTRALIA,M,24,Swimming,N
1574,2003,AUSTRALIA,M,84,Swimming,Y
1575,2003,SOUTH AFRICA,M,14,Unknown,Y
1576,2003,COSTA RICA,M,Unknown,Surfing,N
1577,2003,AUSTRALIA,F,Unknown,Surfing,N
1578,2002,AUSTRALIA,F,18,Other,N
1579,2002,SOUTH AFRICA,M,25,Other,N
1580,2002,AUSTRALIA,M,26,Other,N
1581,2002,AUSTRALIA,M,11,Swimming,N
1582,2002,AUSTRALIA,M,23,Swimming,Y
1583,2002,BRAZIL,M,19,Surfing,Y
1584,2002,MICRONESIA,M,Unknown,Other,N
1585,2002,USA,M,48,Other,N
1586,2002,USA,F,34,Swimming,N
1587,2002,TURKS & CAICOS,F,41,Other,N
1588,2002,USA,M,21,Surfing,N
1589,2002,USA,M,16,Other,N
1590,2002,FRENCH POLYNESIA,M,52,Fishing,N
1591,2002,USA,F,60,Swimming,N
1592,2002,BRAZIL,M,36,Swimming,Y
1593,2002,USA,M,21,Surfing,N
1594,2002,USA,M,14,Surfing,N
1595,2002,USA,M,35,Surfing,N
1596,2002,USA,M,18,Surfing,N
1597,2002,USA,M,47,Surfing,N
1598,2002,USA,M,32,Surfing,N
1599,2002,USA,M,55,Surfing,N
1600,2002,USA,M,Unknown,Fishing,N
1601,2002,TONGA,M,Unknown,Swimming,N
1602,2002,USA,M,24,Surfing,N
1603,2002,USA,M,35,Surfing,N
1604,2002,BRAZIL,M,19,Swimming,N
1605,2002,USA,Unknown,Unknown,Other,N
1606,2002,SOUTH AFRICA,M,47,Surfing,N
1607,2002,USA,M,20,Other,N
1608,2002,USA,M,36,Other,N
1609,2002,USA,M,16,Surfing,N
1610,2002,USA,F,29,Swimming,N
1611,2002,USA,M,27,Surfing,N
1612,2002,USA,M,15,Surfing,N
1613,2002,USA,M,15,Other,N
1614,2002,UNITED KINGDOM,M,30,Other,N
1615,2002,USA,M,14,Other,N
1616,2002,USA,M,13,Surfing,N
1617,2002,USA,F,15,Swimming,N
1618,2002,USA,M,19,Surfing,N
1619,2002,USA,M,41,Fishing,Y
1620,2002,BRAZIL,M,22,Surfing,N
1621,2002,USA,F,9,Other,N
1622,2002,AUSTRALIA,M,30,Surfing,N
1623,2002,USA,F,11,Swimming,N
1624,2002,INDONESIA,Unknown,Unknown,Unknown,Y
1625,2002,PAPUA NEW GUINEA,Unknown,Unknown,Unknown,N
1626,2002,PAPUA NEW GUINEA,Unknown,Unknown,Other,Y
1627,2002,USA,Unknown,Unknown,Surfing,N
1628,2002,USA,M,28,Surfing,N
1629,2002,USA,M,50,Surfing,N
1630,2002,USA,M,10,Swimming,N
1631,2002,SOUTH AFRICA,M,50,Other,N
1632,2002,USA,M,24,Surfing,N
1633,2002,USA,M,16,Other,N
1634,2002,USA,M,55,Fishing,N
1635,2002,USA,M,35,Surfing,N
1636,2002,COSTA RICA,M,Unknown,Surfing,N
1637,2002,PAPUA NEW GUINEA,M,14,Other,N
1638,2002,USA,M,31,Fishing,N
1639,2002,BRAZIL,M,40,Surfing,N
1640,2002,AUSTRALIA,M,20,Fishing,N
1641,2002,AUSTRALIA,M,23,Surfing,Y
1642,2002,AUSTRALIA,M,52,Fishing,Y
1643,2002,USA,M,34,Surfing,N
1644,2002,USA,M,28,Surfing,N
1645,2002,AUSTRALIA,M,45,Swimming,N
1646,2002,BAHAMAS,M,43,Other,N
1647,2002,USA,M,41,Other,N
1648,2002,USA,M,29,Swimming,N
1649,2002,USA,M,17,Other,N
1650,2002,USA,F,11,Other,N
1651,2002,BRAZIL,M,16,Swimming,Y
1652,2002,USA,M,20,Swimming,N
1653,2002,USA,M,39,Other,N
1654,2002,USA,M,31,Surfing,N
1655,2002,NEW CALEDONIA,M,44,Fishing,Y
1656,2002,TURKS & CAICOS,M,Unknown,Fishing,Y
1657,2002,AUSTRALIA,M,33,Surfing,N
1658,2002,FIJI,M,15,Unknown,Y
1659,2002,AUSTRALIA,M,35,Other,N
1660,2002,AUSTRALIA,M,20,Surfing,N
1661,2002,AUSTRALIA,M,32,Swimming,N
1662,2002,SOUTH AFRICA,M,16,Fishing,N
1663,2002,BRAZIL,Unknown,Unknown,Swimming,Y
1664,2002,SOUTH AFRICA,M,26,Surfing,N
1665,2002,USA,M,35,Other,N
1666,2001,AUSTRALIA,M,36,Surfing,N
1667,2001,AUSTRALIA,M,49,Surfing,N
1668,2001,USA,Unknown,Unknown,Surfing,N
1669,2001,AUSTRALIA,M,Unknown,Surfing,N
1670,2001,SOUTH AFRICA,M,Unknown,Other,N
1671,2001,AUSTRALIA,F,20,Other,N
1672,2001,MEXICO,M,26,Surfing,N
1673,2001,AUSTRALIA,M,31,Unknown,N
1674,2001,USA,M,21,Surfing,N
1675,2001,USA,M,14,Surfing,N
1676,2001,USA,M,42,Other,Y
1677,2001,USA,M,6,Other,N
1678,2001,USA,M,16,Surfing,N
1679,2001,UNITED KINGDOM,M,Unknown,Other,N
1680,2001,USA,M,44,Fishing,N
1681,2001,USA,M,13,Other,N
1682,2001,USA,F,Unknown,Swimming,N
1683,2001,USA,M,28,Swimming,Y
1684,2001,USA,F,23,Swimming,N
1685,2001,USA,M,20,Other,N
1686,2001,USA,M,10,Swimming,Y
1687,2001,BAHAMAS,M,44,Fishing,N
1688,2001,USA,F,29,Other,N
1689,2001,USA,M,69,Other,N
1690,2001,USA,M,18,Other,N
1691,2001,USA,M,18,Other,N
1692,2001,USA,M,17,Surfing,N
1693,2001,USA,M,27,Surfing,N
1694,2001,USA,M,32,Surfing,N
1695,2001,USA,F,17,Surfing,N
1696,2001,USA,F,17,Surfing,N
1697,2001,USA,M,20,Surfing,N
1698,2001,USA,M,19,Surfing,N
1699,2001,USA,M,19,Surfing,N
1700,2001,BAHAMAS,M,43,Fishing,N
1701,2001,THAILAND,M,21,Other,N
1702,2001,USA,F,Unknown,Unknown,N
1703,2001,BAHAMAS,M,36,Swimming,N
1704,2001,ITALY,Unknown,Unknown,Fishing,N
1705,2001,USA,F,Unknown,Unknown,N
1706,2001,USA,M,Unknown,Unknown,N
1707,2001,USA,F,Unknown,Unknown,N
1708,2001,USA,Unknown,Unknown,Fishing,N
1709,2001,USA,M,48,Surfing,N
1710,2001,USA,M,18,Other,N
1711,2001,MEXICO,M,42,Surfing,N
1712,2001,USA,M,8,Swimming,N
1713,2001,USA,Unknown,Unknown,Unknown,N
1714,2001,USA,M,35,Other,N
1715,2001,USA,M,14,Swimming,N
1716,2001,USA,M,52,Fishing,N
1717,2001,AUSTRALIA,M,75,Other,Y
1718,2001,USA,F,29,Other,N
1719,2001,USA,M,16,Unknown,N
1720,2001,USA,M,11,Swimming,N
1721,2001,USA,M,Unknown,Swimming,N
1722,2001,PHILIPPINES,M,24,Fishing,N
1723,2001,MADAGASCAR,M,Unknown,Unknown,Y
1724,2001,SOUTH AFRICA,M,26,Surfing,N
1725,2001,AUSTRALIA,M,35,Surfing,N
1726,2001,USA,M,45,Surfing,N
1727,2001,FIJI,M,Unknown,Fishing,Y
1728,2001,USA,M,14,Other,N
1729,2001,USA,M,16,Surfing,N
1730,2001,USA,M,12,Surfing,N
1731,2001,USA,M,35,Unknown,N
1732,2001,USA,M,38,Surfing,N
1733,2001,USA,M,21,Surfing,N
1734,2001,USA,M,12,Other,N
1735,2001,USA,M,22,Surfing,N
1736,2001,USA,M,19,Surfing,N
1737,2001,USA,M,22,Surfing,N
1738,2001,USA,M,Unknown,Surfing,N
1739,2001,USA,Unknown,16,Surfing,N
1740,2001,SOUTH AFRICA,M,46,Surfing,N
1741,2001,AUSTRALIA,M,Unknown,Other,N
1742,2001,USA,M,26,Surfing,N
1743,2001,BRAZIL,F,12,Other,N
1744,2001,AUSTRALIA,M,40,Surfing,N
1745,2001,USA,M,Unknown,Other,N
1746,2001,USA,M,Unknown,Surfing,N
1747,2001,BRAZIL,M,12,Other,N
1748,2001,BRAZIL,M,20,Swimming,Y
1749,2001,CARIBBEAN SEA,Unknown,Unknown,Other,Y
1750,2001,AUSTRALIA,Unknown,Unknown,Fishing,N
1751,2001,MALAYSIA,F,Unknown,Unknown,Y
1752,2001,AUSTRALIA,M,40,Surfing,N
1753,2001,AUSTRALIA,M,35,Other,N
1754,2001,CUBA,F,55,Swimming,N
1755,2001,AUSTRALIA,Unknown,Unknown,Fishing,N
1756,2001,USA,M,Unknown,Surfing,N
1757,2001,NEW ZEALAND,M,Unknown,Other,N
1758,2000,AUSTRALIA,M,23,Other,N
1759,2000,FIJI,M,47,Swimming,Y
1760,2000,AUSTRALIA,Unknown,Unknown,Fishing,N
1761,2000,CANADA,M,30,Other,N
1762,2000,AUSTRALIA,M,38,Fishing,N
1763,2000,NEW ZEALAND,F,Unknown,Surfing,Y
1764,2000,AUSTRALIA,M,28,Other,N
1765,2000,AUSTRALIA,M,47,Other,Y
1766,2000,USA,M,73,Swimming,N
1767,2000,USA,F,27,Other,N
1768,2000,AUSTRALIA,M,52,Swimming,N
1769,2000,AUSTRALIA,M,49,Swimming,Y
1770,2000,USA,M,27,Surfing,N
1771,2000,AUSTRALIA,Unknown,31,Fishing,N
1772,2000,USA,M,23,Surfing,N
1773,2000,USA,F,56,Swimming,N
1774,2000,USA,M,69,Swimming,N
1775,2000,USA,M,17,Surfing,N
1776,2000,USA,M,23,Surfing,N
1777,2000,USA,M,11,Surfing,N
1778,2000,USA,M,24,Surfing,N
1779,2000,USA,M,Unknown,Surfing,N
1780,2000,AUSTRALIA,M,17,Surfing,Y
1781,2000,AUSTRALIA,M,25,Surfing,Y
1782,2000,AUSTRALIA,M,12,Other,N
1783,2000,OKINAWA,M,31,Surfing,Y
1784,2000,USA,Unknown,Unknown,Unknown,N
1785,2000,USA,M,49,Surfing,N
1786,2000,USA,F,26,Surfing,N
1787,2000,USA,M,25,Surfing,N
1788,2000,USA,M,8,Swimming,N
1789,2000,SOUTH AFRICA,M,48,Other,N
1790,2000,TANZANIA,M,28,Swimming,Y
1791,2000,USA,M,40,Other,N
1792,2000,REUNION,M,27,Surfing,N
1793,2000,TANZANIA,Unknown,Unknown,Swimming,Y
1794,2000,USA,M,47,Swimming,N
1795,2000,USA,M,69,Other,Y
1796,2000,USA,M,Unknown,Other,N
1797,2000,USA,M,Unknown,Swimming,N
1798,2000,USA,M,53,Surfing,N
1799,2000,USA,M,27,Surfing,N
1800,2000,USA,F,44,Other,N
1801,2000,USA,M,Unknown,Swimming,N
1802,2000,USA,M,21,Other,Y
1803,2000,TANZANIA,Unknown,Unknown,Swimming,Y
1804,2000,USA,M,5,Unknown,N
1805,2000,USA,F,45,Other,N
1806,2000,USA,M,16,Surfing,N
1807,2000,USA,M,14,Surfing,N
1808,2000,SOUTH AFRICA,M,15,Surfing,N
1809,2000,SOUTH AFRICA,M,18,Surfing,N
1810,2000,SOUTH AFRICA,M,Unknown,Surfing,N
1811,2000,TONGA,M,69,Other,N
1812,2000,USA,M,13,Other,N
1813,2000,USA,M,41,Swimming,N
1814,2000,USA,M,5,Other,N
1815,2000,USA,F,12,Other,N
1816,2000,USA,F,20,Other,N
1817,2000,USA,F,55,Fishing,N
1818,2000,USA,F,13,Other,N
1819,2000,USA,F,19,Other,N
1820,2000,TANZANIA,Unknown,Unknown,Swimming,Y
1821,2000,PAPUA NEW GUINEA,M,Unknown,Unknown,Y
1822,2000,NEW ZEALAND,M,Unknown,Fishing,N
1823,2000,USA,M,52,Other,N
1824,2000,USA,Unknown,Unknown,Other,N
1825,2000,USA,M,17,Surfing,N
1826,2000,USA,M,55,Swimming,N
1827,2000,USA,M,44,Swimming,N
1828,2000,USA,M,13,Other,N
1829,2000,TANZANIA,M,Unknown,Swimming,Y
1830,2000,NEW CALEDONIA,Unknown,Unknown,Other,Y
1831,2000,AUSTRALIA,Unknown,Unknown,Unknown,Y
1832,2000,PAPUA NEW GUINEA,M,9,Other,N
1833,2000,PAPUA NEW GUINEA,M,Unknown,Other,Y
1834,2000,USA,M,34,Other,N
1835,2000,USA,M,Unknown,Other,N
1836,2000,USA,M,Unknown,Fishing,N
1837,2000,AUSTRALIA,M,26,Swimming,N
1838,2000,USA,F,14,Other,N
1839,2000,USA,M,37,Surfing,N
1840,2000,NEW CALEDONIA,M,35,Fishing,Y
1841,2000,AUSTRALIA,M,Unknown,Surfing,N
1842,2000,AUSTRALIA,Unknown,Unknown,Other,N
1843,2000,AUSTRALIA,Unknown,Unknown,Other,N
1844,2000,NEW ZEALAND,M,27,Other,Unknown
1845,2000,AUSTRALIA,M,Unknown,Swimming,N
1846,2000,USA,M,39,Fishing,N
1847,2000,USA,M,27,Unknown,N
1848,2000,SOUTH AFRICA,M,Unknown,Surfing,N
1849,2000,ENGLAND,M,Unknown,Other,N
1850,2000,NEW ZEALAND,M,12,Surfing,N
1851,2000,AUSTRALIA,M,26,Surfing,N
1852,2000,REUNION,M,Unknown,Other,Y
1853,2000,THAILAND,M,35,Other,Y
1854,2000,USA,M,Unknown,Fishing,N
1855,1999,NEW ZEALAND,M,15,Surfing,N
1856,1999,NEW ZEALAND,F,13,Swimming,N
1857,1999,NEW ZEALAND,F,12,Other,N
1858,1999,BRAZIL,M,18,Surfing,N
1859,1999,USA,M,Unknown,Other,Y
1860,1999,BRAZIL,M,39,Fishing,N
1861,1999,USA,M,35,Surfing,N
1862,1999,USA,M,19,Surfing,N
1863,1999,USA,F,51,Swimming,N
1864,1999,USA,M,Unknown,Surfing,N
1865,1999,SOUTH AFRICA,M,35,Surfing,N
1866,1999,BRAZIL,M,39,Surfing,N
1867,1999,MARSHALL ISLANDS,M,12,Swimming,N
1868,1999,MARSHALL ISLANDS,M,12,Swimming,N
1869,1999,USA,M,45,Other,N
1870,1999,USA,M,13,Surfing,N
1871,1999,USA,M,Unknown,Surfing,N
1872,1999,USA,M,16,Surfing,N
1873,1999,USA,M,22,Surfing,N
1874,1999,ITALY,Unknown,Unknown,Fishing,N
1875,1999,USA,F,61,Other,N
1876,1999,USA,F,10,Other,N
1877,1999,USA,M,13,Surfing,N
1878,1999,USA,M,7,Other,N
1879,1999,USA,M,39,Surfing,N
1880,1999,USA,M,28,Surfing,N
1881,1999,USA,M,Unknown,Surfing,N
1882,1999,MARSHALL ISLANDS,M,23,Fishing,N
1883,1999,USA,M,17,Surfing,N
1884,1999,USA,M,10,Other,N
1885,1999,USA,M,62,Surfing,N
1886,1999,BAHAMAS,M,35,Fishing,N
1887,1999,SOUTH AFRICA,M,42,Surfing,N
1888,1999,USA,M,43,Swimming,N
1889,1999,USA,M,43,Surfing,N
1890,1999,SOUTH AFRICA,M,14,Other,Y
1891,1999,USA,M,Unknown,Unknown,N
1892,1999,USA,F,30,Other,N
1893,1999,SOUTH AFRICA,M,29,Surfing,N
1894,1999,USA,M,20,Other,N
1895,1999,USA,M,21,Surfing,N
1896,1999,USA,M,41,Swimming,N
1897,1999,USA,M,5,Other,N
1898,1999,AUSTRALIA,M,22,Surfing,Y
1899,1999,BRAZIL,M,21,Surfing,N
1900,1999,MAURITIUS,F,41,Swimming,N
1901,1999,REUNION,M,52,Swimming,Y
1902,1999,USA,M,14,Surfing,N
1903,1999,NEW ZEALAND,M,Unknown,Fishing,N
1904,1999,BRAZIL,M,Unknown,Other,N
1905,1999,USA,F,29,Swimming,Y
1906,1999,NEW CALEDONIA,M,Unknown,Fishing,N
1907,1999,NEW ZEALAND,M,28,Fishing,N
1908,1999,USA,M,18,Surfing,N
1909,1999,USA,F,29,Swimming,N
1910,1999,USA,Unknown,Unknown,Other,N
1911,1999,AUSTRALIA,M,35,Surfing,N
1912,1999,USA,M,25,Surfing,N
1913,1999,MAURITIUS,M,47,Fishing,N
1914,1999,SOUTH AFRICA,M,Unknown,Other,N
1915,1999,NEW ZEALAND,Unknown,Unknown,Other,N
1916,1999,AUSTRALIA,F,37,Fishing,N
1917,1999,REUNION,Unknown,Unknown,Fishing,Y
1918,1999,SOUTH AFRICA,M,30,Fishing,N
1919,1999,USA,M,Unknown,Surfing,N
1920,1998,USA,M,19,Surfing,N
1921,1998,AUSTRALIA,F,21,Other,N
1922,1998,SOUTH AFRICA,M,18,Surfing,N
1923,1998,SOUTH AFRICA,M,14,Other,N
1924,1998,AUSTRALIA,F,21,Surfing,N
1925,1998,USA,M,9,Swimming,Y
1926,1998,USA,M,14,Surfing,N
1927,1998,USA,M,13,Other,N
1928,1998,USA,M,32,Surfing,N
1929,1998,JAPAN,M,52,Fishing,N
1930,1998,BRAZIL,M,22,Surfing,Y
1931,1998,USA,F,17,Swimming,N
1932,1998,SOUTH AFRICA,M,30,Surfing,N
1933,1998,USA,M,Unknown,Surfing,N
1934,1998,BRAZIL,M,17,Surfing,N
1935,1998,REUNION,Unknown,Unknown,Other,N
1936,1998,USA,M,28,Unknown,N
1937,1998,USA,M,6,Surfing,N
1938,1998,USA,M,18,Surfing,N
1939,1998,SOUTH AFRICA,M,Unknown,Fishing,N
1940,1998,USA,M,28,Surfing,N
1941,1998,SENEGAL,M,25,Fishing,N
1942,1998,USA,M,26,Surfing,N
1943,1998,ITALY,Unknown,Unknown,Fishing,N
1944,1998,USA,M,16,Other,N
1945,1998,USA,M,Unknown,Fishing,N
1946,1998,BAHAMAS,M,28,Fishing,N
1947,1998,USA,M,11,Other,N
1948,1998,SOUTH AFRICA,M,Unknown,Other,N
1949,1998,SOUTH AFRICA,M,19,Surfing,N
1950,1998,SOUTH AFRICA,M,24,Fishing,N
1951,1998,BRAZIL,M,Unknown,Surfing,N
1952,1998,USA,M,13,Surfing,N
1953,1998,SOUTH AFRICA,M,47,Other,N
1954,1998,SOUTH AFRICA,M,16,Surfing,N
1955,1998,SOUTH AFRICA,M,10,Surfing,N
1956,1998,AUSTRALIA,M,26,Other,Y
1957,1998,SOUTH AFRICA,M,20,Other,Y
1958,1998,USA,M,18,Surfing,N
1959,1998,SOUTH AFRICA,M,Unknown,Surfing,N
1960,1998,SOUTH AFRICA,M,17,Surfing,N
1961,1998,SOUTH AFRICA,M,15,Other,N
1962,1998,SOUTH AFRICA,M,16,Other,N
1963,1998,USA,M,40,Surfing,N
1964,1998,USA,F,14,Swimming,N
1965,1998,USA,M,24,Surfing,N
1966,1998,SOUTH AFRICA,M,22,Other,N
1967,1998,MOZAMBIQUE,F,35,Other,Y
1968,1998,USA,M,50,Surfing,N
1969,1998,USA,M,16,Other,N
1970,1998,BRAZIL,M,Unknown,Swimming,Y
1971,1998,NEW CALEDONIA,Unknown,Unknown,Unknown,N
1972,1998,USA,M,40,Swimming,N
1973,1998,SOUTH AFRICA,M,33,Other,N
1974,1998,USA,M,32,Swimming,N
1975,1998,USA,M,Unknown,Swimming,N
1976,1998,AUSTRALIA,M,31,Fishing,Y
1977,1998,NEW CALEDONIA,M,Unknown,Surfing,N
1978,1998,REUNION,M,Unknown,Other,Y
1979,1998,SOUTH AFRICA,M,21,Surfing,N
1980,1998,AUSTRALIA,M,Unknown,Surfing,N
1981,1998,MOZAMBIQUE,M,23,Surfing,N
1982,1998,SOUTH AFRICA,M,28,Surfing,Y
1983,1998,REUNION,Unknown,Unknown,Other,Y
1984,1998,USA,M,Unknown,Fishing,N
1985,1997,SOUTH AFRICA,M,39,Fishing,Y
1986,1997,SOUTH AFRICA,M,Unknown,Surfing,N
1987,1997,USA,F,29,Unknown,N
1988,1997,USA,M,8,Swimming,N
1989,1997,AUSTRALIA,M,42,Other,N
1990,1997,USA,M,32,Swimming,N
1991,1997,AUSTRALIA,M,21,Unknown,Y
1992,1997,AUSTRALIA,M,51,Surfing,N
1993,1997,USA,M,19,Surfing,N
1994,1997,USA,M,23,Surfing,N
1995,1997,USA,M,12,Surfing,N
1996,1997,SOUTH AFRICA,Unknown,Unknown,Fishing,N
1997,1997,USA,F,14,Swimming,N
1998,1997,BRAZIL,M,20,Swimming,Y
1999,1997,USA,M,12,Surfing,N
2000,1997,USA,Unknown,17,Surfing,N
2001,1997,USA,M,20,Surfing,N
2002,1997,USA,M,18,Surfing,N
2003,1997,USA,M,22,Surfing,N
2004,1997,USA,M,29,Surfing,N
2005,1997,MEXICO,M,28,Other,Y
2006,1997,MEXICO,M,33,Other,Y
2007,1997,USA,F,12,Other,N
2008,1997,EGYPT,M,17,Fishing,N
2009,1997,EGYPT,M,16,Fishing,Y
2010,1997,USA,M,17,Other,N
2011,1997,USA,M,Unknown,Surfing,N
2012,1997,USA,F,10,Other,N
2013,1997,USA,M,Unknown,Fishing,N
2014,1997,USA,M,17,Surfing,N
2015,1997,USA,M,19,Surfing,N
2016,1997,AUSTRALIA,M,19,Surfing,N
2017,1997,SOUTH AFRICA,M,25,Surfing,Y
2018,1997,BRAZIL,M,Unknown,Surfing,N
