,Year,Country,Sex,Age,Activity,Fatal
628,2011,USA,M,41,Surfing,N
629,2011,AUSTRALIA,M,50,Other,N
630,2011,USA,M,Unknown,Surfing,N
631,2011,USA,M,Unknown,Surfing,N
632,2011,AUSTRALIA,M,64,Swimming,Y
633,2011,REUNION,M,51,Other,N
634,2011,USA,M,Unknown,Fishing,N
635,2011,USA,M,29,Unknown,N
636,2011,USA,M,27,Surfing,N
637,2011,DOMINICAN REPUBLIC,M,48,Fishing,N
638,2011,SOUTH AFRICA,M,43,Swimming,N
639,2011,USA,M,21,Fishing,N
640,2011,USA,M,5,Other,N
641,2011,USA,M,Unknown,Other,N
642,2011,REUNION,M,38,Other,Y
643,2011,KENYA,M,17,Swimming,Y
644,2011,USA,M,25,Surfing,N
645,2011,USA,M,37,Surfing,N
646,2011,PAPUA NEW GUINEA,M,30,Surfing,N
647,2011,USA,Unknown,Unknown,Surfing,N
648,2011,AUSTRALIA,M,21,Other,Y
649,2011,USA,M,19,Surfing,N
650,2011,USA,M,19,Surfing,N
651,2011,AUSTRALIA,M,48,Swimming,Y
652,2011,USA,F,39,Fishing,N
653,2011,RUSSIA,M,Unknown,Other,N
654,2011,USA,M,21,Surfing,N
655,2011,USA,M,10,Unknown,N
656,2011,SOUTH AFRICA,M,49,Surfing,Y
657,2011,RUSSIA,M,16,Swimming,N
658,2011,USA,F,20,Other,N
659,2011,USA,M,12,Unknown,N
660,2011,RUSSIA,M,25,Swimming,N
661,2011,FRENCH POLYNESIA,M,32,Surfing,N
662,2011,USA,M,27,Other,N
663,2011,SEYCHELLES,M,30,Swimming,Y
664,2011,USA,M,7,Surfing,N
665,2011,USA,M,54,Swimming,N
666,2011,SEYCHELLES,M,36,Other,Y
667,2011,BRAZIL,M,14,Swimming,Y
668,2011,PHILIPPINES,M,43,Other,N
669,2011,USA,M,Unknown,Fishing,N
670,2011,SOUTH AFRICA,M,29,Surfing,N
671,2011,USA,F,6,Other,N
672,2011,REUNION,M,Unknown,Other,N
673,2011,USA,M,Unknown,Surfing,N
674,2011,BAHAMAS,M,54,Other,N
675,2011,USA,M,12,Swimming,N
676,2011,USA,M,14,Fishing,N
677,2011,REUNION,M,16,Surfing,N
678,2011,COLUMBIA,M,17,Other,N
679,2011,TURKS & CAICOS,M,28,Other,N
680,2011,BRAZIL,M,21,Surfing,N
681,2011,SOUTH AFRICA,M,22,Other,N
682,2011,USA,F,10,Surfing,N
683,2011,USA,M,Unknown,Surfing,N
684,2011,USA,M,20,Other,N
685,2011,TURKS & CAICOS,M,35,Fishing,N
686,2011,COSTA RICA,M,15,Surfing,Y
687,2011,REUNION,M,31,Other,Y
688,2011,UNITED KINGDOM,Unknown,Unknown,Fishing,N
689,2011,USA,M,28,Other,N
690,2011,COLUMBIA,M,24,Fishing,N
691,2011,USA,M,28,Fishing,N
692,2011,USA,M,19,Other,N
693,2011,MALAYSIA,F,Unknown,Other,N
694,2011,USA,F,22,Other,N
695,2011,SOUTH AFRICA,M,33,Surfing,N
696,2011,USA,F,Unknown,Surfing,N
697,2011,USA,F,Unknown,Other,N
698,2011,NEW CALEDONIA,M,15,Other,Y
699,2011,SOUTH AFRICA,M,28,Fishing,Y
700,2011,USA,M,86,Surfing,N
701,2011,USA,M,37,Surfing,N
702,2011,USA,M,Unknown,Fishing,N
703,2011,UNITED ARAB EMIRATES (UAE),M,43,Fishing,N
704,2011,SOUTH AFRICA,M,37,Fishing,N
705,2011,USA,M,32,Fishing,N
706,2011,AUSTRALIA,M,17,Other,N
707,2011,USA,M,49,Surfing,N
708,2011,NEW ZEALAND,M,41,Surfing,N
709,2011,INDONESIA,M,Unknown,Surfing,N
710,2011,FIJI,M,27,Other,N
711,2011,USA,M,Unknown,Other,N
712,2011,MEXICO,F,Unknown,Swimming,N
713,2011,AUSTRALIA,M,48,Surfing,N
714,2011,MEXICO,M,46,Swimming,N
715,2011,FIJI,M,30,Fishing,N
716,2011,AUSTRALIA,F,24,Other,N
717,2011,EGYPT,F,Unknown,Unknown,N
718,2011,AUSTRALIA,M,Unknown,Surfing,N
719,2011,AUSTRALIA,M,36,Fishing,N
720,2011,NEW CALEDONIA,M,21,Fishing,N
721,2011,REUNION,M,32,Surfing,N
722,2011,AUSTRALIA,M,49,Other,Y
723,2011,AUSTRALIA,M,Unknown,Fishing,N
724,2011,AUSTRALIA,M,58,Other,N
725,2011,MEXICO,M,Unknown,Fishing,N
726,2011,SOUTH AFRICA,M,37,Surfing,N
727,2011,MEXICO,F,38,Swimming,N
728,2011,MEXICO,M,25,Fishing,N
729,2011,BAHAMAS,M,55,Other,N
730,2011,AUSTRALIA,F,7,Swimming,N
731,2011,SOUTH AFRICA,M,16,Surfing,Y
732,2011,MEXICO,M,37,Other,N
733,2011,AUSTRALIA,Unknown,Unknown,Fishing,N
734,2010,USA,M,16,Other,N
735,2010,FIJI,M,Unknown,Surfing,N
736,2010,USA,M,46,Surfing,N
737,2010,EGYPT,F,70,Other,Y
738,2010,INDONESIA,M,Unknown,Surfing,N
739,2010,EGYPT,M,54,Other,N
740,2010,EGYPT,M,46,Other,N
741,2010,EGYPT,F,70,Other,N
742,2010,EGYPT,F,48,Other,N
743,2010,SAMOA,M,47,Fishing,N
744,2010,AUSTRALIA,M,Unknown,Swimming,Y
745,2010,USA,M,33,Other,N
746,2010,DOMINICAN REPUBLIC,M,21,Other,Y
747,2010,INDONESIA,M,Unknown,Surfing,N
748,2010,AUSTRALIA,M,Unknown,Fishing,N
749,2010,AUSTRALIA,F,20,Other,N
750,2010,AUSTRALIA,M,Unknown,Fishing,N
751,2010,USA,M,Unknown,Surfing,N
752,2010,AZORES,M,Unknown,Fishing,N
753,2010,USA,M,30,Other,N
754,2010,AUSTRALIA,M,14,Surfing,N
755,2010,USA,M,19,Other,Y
756,2010,EGYPT,F,Unknown,Other,N
757,2010,AUSTRALIA,M,22,Surfing,N
758,2010,BAHAMAS,M,Unknown,Other,N
759,2010,BAHAMAS,F,Unknown,Surfing,N
760,2010,SOUTH AFRICA,M,15,Surfing,N
761,2010,USA,M,29,Surfing,N
762,2010,USA,M,18,Surfing,N
763,2010,SOUTH AFRICA,M,29,Swimming,Y
764,2010,AUSTRALIA,M,15,Surfing,N
765,2010,USA,M,27,Swimming,N
766,2010,TONGA,M,24,Swimming,N
767,2010,USA,M,Unknown,Surfing,N
768,2010,USA,M,24,Surfing,N
769,2010,USA,M,24,Surfing,N
770,2010,SOLOMON ISLANDS,M,34,Unknown,N
771,2010,BAHAMAS,M,43,Swimming,Y
772,2010,USA,M,10,Other,N
773,2010,AUSTRALIA,M,31,Surfing,Y
774,2010,USA,M,45,Fishing,N
775,2010,AUSTRALIA,F,Unknown,Fishing,N
776,2010,SOUTH KOREA,F,16,Swimming,N
777,2010,AUSTRALIA,M,47,Surfing,N
778,2010,USA,M,25,Surfing,N
779,2010,MALTA,M,35,Surfing,N
780,2010,USA,F,Unknown,Swimming,N
781,2010,USA,M,Unknown,Other,N
782,2010,USA,F,37,Other,N
783,2010,USA,M,16,Other,N
784,2010,USA,M,20,Surfing,N
785,2010,USA,M,10,Swimming,N
786,2010,USA,F,13,Swimming,N
787,2010,USA,M,55,Surfing,N
788,2010,SPAIN,M,9,Swimming,N
789,2010,USA,M,Unknown,Fishing,N
790,2010,USA,M,Unknown,Fishing,N
791,2010,SOUTH AFRICA,F,21,Other,N
792,2010,USA,M,20,Fishing,N
793,2010,USA,M,19,Surfing,N
794,2010,USA,M,48,Other,N
795,2010,USA,M,20,Surfing,N
796,2010,USA,F,6,Other,N
797,2010,USA,F,13,Swimming,N
798,2010,VIETNAM,M,17,Swimming,N
799,2010,USA,F,18,Other,N
800,2010,AUSTRALIA,M,40,Surfing,N
801,2010,USA,M,20,Surfing,N
802,2010,USA,M,49,Fishing,N
803,2010,VIETNAM,F,58,Other,N
804,2010,VIETNAM,F,60,Swimming,N
805,2010,AUSTRALIA,M,Unknown,Surfing,N
806,2010,MADAGASCAR,M,59,Other,N
807,2010,USA,F,10,Other,N
808,2010,USA,M,29,Other,N
809,2010,USA,M,68,Surfing,N
810,2010,SOUTH AFRICA,M,35,Surfing,N
811,2010,EGYPT,M,24,Swimming,N
812,2010,REUNION,M,34,Surfing,N
813,2010,NEW ZEALAND,M,Unknown,Swimming,N
814,2010,SOUTH AFRICA,M,Unknown,Surfing,N
815,2010,FIJI,M,19,Other,Y
816,2010,AUSTRALIA,F,60,Other,N
817,2010,AUSTRALIA,M,46,Surfing,N
818,2010,NEW ZEALAND,M,Unknown,Fishing,N
819,2010,AUSTRALIA,M,18,Other,N
820,2010,USA,M,Unknown,Surfing,N
821,2010,GUAM,M,31,Fishing,Y
822,2010,USA,M,38,Other,Y
823,2010,NEW ZEALAND,F,14,Other,N
824,2010,BRAZIL,M,29,Surfing,N
825,2010,AUSTRALIA,M,Unknown,Surfing,N
826,2010,UNITED ARAB EMIRATES (UAE),M,54,Surfing,N
827,2010,AUSTRALIA,M,Unknown,Surfing,N
828,2010,SOUTH AFRICA,M,37,Other,Y
829,2010,AUSTRALIA,F,9,Other,N
830,2010,VIETNAM,F,Unknown,Unknown,N
831,2010,VIETNAM,M,Unknown,Unknown,N
832,2010,VIETNAM,M,Unknown,Other,N
833,2010,USA,M,32,Fishing,N
834,2010,SOUTH AFRICA,M,Unknown,Surfing,N
835,2009,SOUTH AFRICA,M,20,Other,N
836,2009,AUSTRALIA,M,55,Swimming,N
837,2009,MOZAMBIQUE,M,27,Swimming,N
838,2009,AUSTRALIA,M,Unknown,Other,N
839,2009,AUSTRALIA,M,18,Fishing,N
840,2009,SOUTH AFRICA,M,22,Other,Y
841,2009,SOUTH AFRICA,M,Unknown,Surfing,N
842,2009,NEW ZEALAND,M,24,Swimming,Y
843,2009,AUSTRALIA,M,39,Surfing,N
844,2009,AUSTRALIA,Unknown,Unknown,Other,N
845,2009,USA,M,58,Other,N
846,2009,USA,M,49,Surfing,N
847,2009,USA,M,10,Other,N
848,2009,USA,M,31,Fishing,N
849,2009,USA,M,22,Surfing,N
850,2009,USA,F,27,Surfing,N
851,2009,USA,M,18,Surfing,N
852,2009,AUSTRALIA,M,25,Other,N
853,2009,USA,M,21,Surfing,N
854,2009,AUSTRALIA,M,27,Other,N
855,2009,MOZAMBIQUE,M,Unknown,Fishing,N
856,2009,AUSTRALIA,F,17,Other,N
857,2009,USA,M,Unknown,Surfing,N
858,2009,USA,M,54,Surfing,N
859,2009,PANAMA,F,10,Other,N
860,2009,SCOTLAND,M,23,Other,N
861,2009,AUSTRALIA,M,23,Other,N
862,2009,USA,M,Unknown,Surfing,N
863,2009,UNITED KINGDOM,M,39,Fishing,N
864,2009,USA,M,Unknown,Swimming,N
865,2009,VIETNAM,M,Unknown,Unknown,N
866,2009,SOMALIA,M,Unknown,Fishing,N
867,2009,BRAZIL,M,34,Unknown,Y
868,2009,USA,M,60,Swimming,Y
869,2009,BRAZIL,M,15,Swimming,Y
870,2009,NEVIS,M,Unknown,Swimming,Y
871,2009,SOLOMON ISLANDS,M,Unknown,Fishing,N
872,2009,USA,M,Unknown,Surfing,N
873,2009,SOUTH AFRICA,M,25,Surfing,Y
874,2009,USA,F,22,Swimming,N
875,2009,SOUTH AFRICA,M,Unknown,Other,N
876,2009,USA,M,26,Swimming,N
877,2009,USA,M,Unknown,Surfing,N
878,2009,USA,M,56,Fishing,N
879,2009,BAHAMAS,M,14,Fishing,N
880,2009,AUSTRALIA,M,14,Surfing,N
881,2009,VIETNAM,F,41,Swimming,N
882,2009,KENYA,M,Unknown,Other,Y
883,2009,USA,F,14,Other,N
884,2009,SPAIN,F,11,Swimming,N
885,2009,USA,F,26,Swimming,N
886,2009,USA,F,19,Swimming,N
887,2009,VIETNAM,M,57,Swimming,N
888,2009,BAHAMAS,M,Unknown,Fishing,N
889,2009,USA,M,Unknown,Surfing,N
890,2009,SOUTH AFRICA,M,37,Surfing,N
891,2009,USA,F,12,Other,N
892,2009,USA,F,43,Swimming,N
893,2009,AUSTRALIA,M,52,Surfing,N
894,2009,USA,M,26,Surfing,N
895,2009,USA,M,14,Other,N
896,2009,VIETNAM,M,Unknown,Fishing,N
897,2009,EGYPT,M,Unknown,Other,N
898,2009,EGYPT,M,Unknown,Other,N
899,2009,EGYPT,F,50,Other,Y
900,2009,TAIWAN,M,46,Fishing,N
901,2009,USA,M,Unknown,Swimming,N
902,2009,USA,M,31,Surfing,N
903,2009,USA,M,49,Surfing,N
904,2009,USA,M,55,Surfing,N
905,2009,GUAM,M,27,Fishing,N
906,2009,BAHAMAS,M,48,Fishing,N
907,2009,USA,F,Unknown,Unknown,N
908,2009,USA,M,Unknown,Surfing,N
909,2009,USA,M,20,Surfing,N
910,2009,PHILIPPINES,M,23,Swimming,N
911,2009,USA,M,52,Surfing,N
912,2009,AUSTRALIA,M,40,Surfing,N
913,2009,USA,M,31,Surfing,N
914,2009,USA,M,49,Fishing,N
915,2009,SOUTH AFRICA,M,24,Swimming,Y
916,2009,USA,M,Unknown,Fishing,N
917,2009,USA,M,15,Other,N
918,2009,SOUTH AFRICA,M,59,Fishing,N
919,2009,SOUTH AFRICA,M,16,Surfing,Y
920,2009,AUSTRALIA,M,17,Surfing,N
921,2009,AUSTRALIA,M,Unknown,Surfing,N
922,2009,AUSTRALIA,F,Unknown,Surfing,N
923,2009,USA,F,17,Surfing,N
924,2009,MALAYSIA,F,Unknown,Other,N
925,2009,USA,M,61,Swimming,N
926,2009,AUSTRALIA,M,21,Other,N
927,2009,NEW CALEDONIA,M,19,Surfing,Y
928,2009,SOUTH AFRICA,M,40,Fishing,N
929,2009,NEW ZEALAND,M,Unknown,Fishing,N
930,2009,AUSTRALIA,M,15,Surfing,N
931,2009,AUSTRALIA,M,Unknown,Fishing,N
932,2009,AUSTRALIA,M,Unknown,Surfing,N
933,2009,AUSTRALIA,M,33,Surfing,N
934,2009,AUSTRALIA,M,31,Surfing,N
935,2009,USA,M,Unknown,Other,Y
936,2009,AUSTRALIA,M,41,Surfing,N
937,2009,AUSTRALIA,M,Unknown,Surfing,N
938,2009,AZORES,M,49,Fishing,N
939,2009,BRAZIL,M,17,Unknown,Y
940,2009,CUBA,M,15,Fishing,N
941,2009,NEW ZEALAND,Unknown,Unknown,Fishing,N
942,2009,AUSTRALIA,M,19,Swimming,N
943,2009,SOUTH AFRICA,M,25,Swimming,Y
944,2009,BRAZIL,M,17,Swimming,Y
945,2009,AUSTRALIA,M,Unknown,Fishing,N
946,2009,NEW ZEALAND,M,Unknown,Surfing,N
947,2009,SOUTH AFRICA,Unknown,Unknown,Unknown,Y
948,2009,AUSTRALIA,M,24,Other,N
949,2009,AUSTRALIA,F,13,Surfing,N
950,2009,AUSTRALIA,M,31,Surfing,N
951,2009,NEW ZEALAND,Unknown,Unknown,Fishing,N
952,2009,ECUADOR,M,22,Surfing,N
953,2009,NEW ZEALAND,M,49,Swimming,N
954,2009,CUBA,Unknown,Unknown,Fishing,N
955,2008,AUSTRALIA,Unknown,Unknown,Other,N
956,2008,AUSTRALIA,Unknown,Unknown,Other,N
957,2008,AUSTRALIA,M,10,Other,N
958,2008,AUSTRALIA,M,29,Other,N
959,2008,AUSTRALIA,M,51,Other,Y
960,2008,USA,M,Unknown,Other,N
961,2008,NEW ZEALAND,M,Unknown,Fishing,N
962,2008,SOUTH AFRICA,M,15,Fishing,N
963,2008,AUSTRALIA,Unknown,Unknown,Fishing,N
964,2008,MOZAMBIQUE,M,Unknown,Fishing,Y
965,2008,EGYPT,F,Unknown,Other,N
966,2008,PHILIPPINES,M,Unknown,Other,N
967,2008,ECUADOR,F,Unknown,Unknown,N
968,2008,AUSTRALIA,M,Unknown,Fishing,N
969,2008,TAIWAN,M,45,Fishing,Y
970,2008,PHILIPPINES,M,39,Fishing,Y
971,2008,AUSTRALIA,M,34,Other,N
972,2008,NEW CALEDONIA,M,24,Fishing,N
973,2008,AUSTRALIA,M,50,Fishing,N
974,2008,AUSTRALIA,M,15,Surfing,N
975,2008,USA,M,11,Fishing,N
976,2008,CROATIA,M,43,Fishing,N
977,2008,USA,M,44,Surfing,N
978,2008,USA,M,40,Surfing,N
979,2008,AUSTRALIA,M,43,Swimming,N
980,2008,USA,M,32,Swimming,N
981,2008,USA,M,40,Surfing,N
982,2008,USA,M,Unknown,Surfing,N
983,2008,AUSTRALIA,M,51,Surfing,N
984,2008,USA,M,43,Surfing,N
985,2008,USA,M,15,Surfing,N
986,2008,USA,M,52,Surfing,N
987,2008,USA,M,Unknown,Surfing,N
988,2008,AUSTRALIA,M,29,Surfing,N
989,2008,USA,M,27,Swimming,Y
990,2008,ENGLAND,M,52,Fishing,N
991,2008,USA,M,19,Surfing,N
992,2008,USA,M,26,Surfing,N
993,2008,USA,M,20,Surfing,N
994,2008,USA,F,20,Surfing,N
995,2008,USA,M,47,Swimming,N
996,2008,USA,M,7,Unknown,N
997,2008,USA,F,38,Other,N
998,2008,USA,F,13,Other,N
999,2008,USA,M,Unknown,Other,N
1000,2008,AUSTRALIA,M,31,Surfing,N
1001,2008,SOUTH AFRICA,M,Unknown,Unknown,N
1002,2008,PANAMA,M,Unknown,Surfing,N
1003,2008,MEXICO,M,33,Swimming,N
1004,2008,USA,M,Unknown,Swimming,N
1005,2008,USA,M,17,Surfing,N
1006,2008,USA,F,44,Other,N
1007,2008,USA,M,9,Other,N
1008,2008,USA,F,8,Other,N
1009,2008,USA,M,15,Surfing,N
1010,2008,USA,M,16,Other,N
1011,2008,EGYPT,M,Unknown,Other,N
1012,2008,USA,M,52,Surfing,N
1013,2008,USA,M,24,Surfing,N
1014,2008,USA,F,14,Swimming,N
1015,2008,USA,F,17,Unknown,N
1016,2008,UNITED KINGDOM,M,16,Other,N
1017,2008,USA,M,53,Other,Y
1018,2008,BAHAMAS,M,42,Fishing,N
1019,2008,SOUTH AFRICA,M,46,Surfing,N
1020,2008,SOUTH AFRICA,M,Unknown,Fishing,N
1021,2008,USA,M,29,Surfing,N
1022,2008,USA,M,37,Swimming,N
1023,2008,BRAZIL,M,Unknown,Surfing,N
1024,2008,USA,F,40,Other,N
1025,2008,USA,F,35,Other,N
1026,2008,BRAZIL,M,14,Surfing,N
1027,2008,USA,M,40,Surfing,N
1028,2008,SCOTLAND,Unknown,Unknown,Fishing,N
1029,2008,USA,F,15,Surfing,N
1030,2008,BRAZIL,M,14,Swimming,N
1031,2008,USA,M,9,Surfing,N
1032,2008,BAHAMAS,M,Unknown,Other,N
1033,2008,MEXICO,M,49,Surfing,N
1034,2008,MEXICO,M,21,Surfing,Y
1035,2008,FIJI,M,28,Other,Y
1036,2008,AUSTRALIA,M,37,Swimming,N
1037,2008,NEW CALEDONIA,M,40,Fishing,N
1038,2008,USA,M,6,Other,N
1039,2008,SOUTH AFRICA,M,24,Fishing,N
1040,2008,MEXICO,M,24,Surfing,Y
1041,2008,USA,M,18,Surfing,N
1042,2008,USA,M,24,Surfing,N
1043,2008,NEW CALEDONIA,M,32,Swimming,N
1044,2008,USA,M,21,Surfing,N
1045,2008,USA,M,66,Swimming,Y
1046,2008,USA,M,14,Surfing,N
1047,2008,AUSTRALIA,M,Unknown,Unknown,Unknown
1048,2008,SOUTH AFRICA,M,Unknown,Other,N
1049,2008,MEXICO,M,32,Swimming,Y
1050,2008,AUSTRALIA,M,19,Surfing,N
1051,2008,USA,M,30,Surfing,N
1052,2008,USA,M,Unknown,Other,N
1053,2008,FIJI,M,Unknown,Fishing,N
1054,2008,USA,Unknown,Unknown,Surfing,N
1055,2008,AUSTRALIA,M,16,Other,Y
1056,2008,USA,M,18,Surfing,N
1057,2008,SOUTH AFRICA,M,39,Surfing,N
1058,2008,USA,M,52,Surfing,N
1059,2008,USA,M,15,Other,N
1060,2008,USA,M,13,Surfing,N
1061,2008,USA,M,14,Other,N
1062,2008,USA,M,8,Other,N
1063,2008,USA,M,27,Surfing,N
1064,2008,BAHAMAS,M,49,Other,Y
1065,2008,FRENCH POLYNESIA,M,26,Fishing,N
1066,2008,USA,M,25,Surfing,N
1067,2008,AUSTRALIA,F,14,Surfing,N
1068,2008,USA,M,Unknown,Surfing,N
1069,2008,SOUTH AFRICA,M,42,Surfing,N
1070,2008,AUSTRALIA,M,20,Other,N
1071,2008,NEW ZEALAND,M,Unknown,Other,N
1072,2008,NEW ZEALAND,Unknown,Unknown,Other,N
1073,2008,USA,M,20,Surfing,N
1074,2008,USA,M,Unknown,Fishing,N
1075,2008,MEXICO,M,26,Surfing,N
1076,2007,ECUADOR,M,24,Surfing,N
1077,2007,BRITISH VIRGIN ISLANDS,M,53,Other,Y
1078,2007,AUSTRALIA,M,31,Surfing,N
1079,2007,AUSTRALIA,M,15,Swimming,N
1080,2007,AUSTRALIA,M,34,Swimming,N
1081,2007,USA,M,52,Surfing,N
1082,2007,NEW ZEALAND,F,Unknown,Surfing,N
1083,2007,BRAZIL,M,28,Other,N
1084,2007,AUSTRALIA,M,32,Fishing,N
1085,2007,AUSTRALIA,M,Unknown,Surfing,N
1086,2007,SOUTH AFRICA,M,14,Surfing,N
1087,2007,USA,M,21,Surfing,N
1088,2007,USA,M,42,Surfing,N
1089,2007,SOUTH AFRICA,M,37,Surfing,N
1090,2007,MEXICO,M,Unknown,Other,N
1091,2007,USA,M,32,Other,N
1092,2007,AUSTRALIA,F,52,Surfing,N
1093,2007,AUSTRALIA,M,31,Fishing,N
1094,2007,USA,M,22,Surfing,N
1095,2007,USA,M,16,Surfing,N
1096,2007,USA,M,Unknown,Surfing,N
1097,2007,PHILIPPINES,M,Unknown,Other,Y
1098,2007,NEW CALEDONIA,F,23,Swimming,Y
1099,2007,BAHAMAS,F,48,Fishing,N
1100,2007,USA,F,Unknown,Surfing,N
1101,2007,EGYPT,F,19,Swimming,N
1102,2007,USA,F,Unknown,Other,Y
1103,2007,USA,F,Unknown,Surfing,N
1104,2007,USA,M,23,Surfing,N
1105,2007,SOLOMON ISLANDS,M,Unknown,Fishing,N
1106,2007,USA,M,56,Other,N
1107,2007,USA,F,15,Surfing,N
1108,2007,USA,M,14,Other,N
1109,2007,USA,F,58,Other,N
1110,2007,USA,F,36,Other,N
1111,2007,USA,M,15,Other,N
1112,2007,USA,F,12,Other,N
1113,2007,USA,M,58,Swimming,N
1114,2007,USA,M,15,Other,N
1115,2007,USA,M,24,Surfing,N
1116,2007,USA,M,54,Surfing,N
1117,2007,USA,M,27,Surfing,N
1118,2007,USA,M,Unknown,Other,N
1119,2007,USA,M,Unknown,Fishing,N
1120,2007,USA,M,52,Swimming,N
1121,2007,USA,M,16,Surfing,N
1122,2007,USA,M,7,Other,N
1123,2007,USA,M,20,Other,N
1124,2007,USA,F,15,Swimming,N
1125,2007,USA,M,19,Surfing,N
1126,2007,USA,M,30,Swimming,N
1127,2007,USA,M,9,Other,N
1128,2007,USA,F,19,Other,N
1129,2007,USA,M,51,Surfing,N
1130,2007,USA,M,20,Surfing,N
1131,2007,USA,M,Unknown,Surfing,N
1132,2007,USA,M,Unknown,Fishing,N
1133,2007,USA,M,36,Other,N
1134,2007,AUSTRALIA,M,15,Other,N
1135,2007,USA,M,14,Swimming,N
1136,2007,NORWAY,M,48,Other,N
1137,2007,USA,F,43,Swimming,N
1138,2007,USA,F,30,Other,N
1139,2007,BAHAMAS,F,48,Fishing,N
1140,2007,USA,M,18,Surfing,N
1141,2007,REUNION,M,17,Other,N
1142,2007,SENEGAL,Unknown,Unknown,Other,Unknown
1143,2007,USA,M,Unknown,Other,N
1144,2007,USA,F,Unknown,Swimming,N
1145,2007,USA,M,20,Surfing,N
1146,2007,USA,M,Unknown,Surfing,N
1147,2007,USA,F,9,Surfing,N
1148,2007,USA,F,Unknown,Swimming,N
1149,2007,AUSTRALIA,M,Unknown,Surfing,N
1150,2007,USA,F,Unknown,Other,N
1151,2007,USA,F,40,Other,N
1152,2007,ENGLAND,M,38,Fishing,N
1153,2007,AUSTRALIA,F,38,Other,N
1154,2007,AUSTRALIA,M,19,Surfing,N
1155,2007,USA,F,21,Surfing,N
1156,2007,SEYCHELLES,M,Unknown,Other,N
1157,2007,AUSTRALIA,M,45,Swimming,Y
1158,2007,USA,F,63,Other,N
1159,2007,USA,M,68,Swimming,N
1160,2007,TURKS & CAICOS,Unknown,Unknown,Other,Y
1161,2007,BAHAMAS,F,20,Other,N
1162,2007,AUSTRALIA,F,13,Swimming,N
1163,2007,USA,M,12,Other,N
1164,2007,USA,M,24,Surfing,N
1165,2007,USA,Unknown,Unknown,Fishing,N
1166,2007,NEW CALEDONIA,M,26,Surfing,N
1167,2007,USA,M,7,Other,N
1168,2007,USA,M,27,Surfing,N
1169,2007,USA,M,9,Unknown,N
1170,2007,YEMEN,Unknown,Unknown,Other,Y
1171,2007,USA,M,11,Surfing,N
1172,2007,AUSTRALIA,F,42,Surfing,N
1173,2007,USA,M,Unknown,Fishing,N
1174,2007,AUSTRALIA,F,59,Swimming,N
1175,2007,USA,M,29,Surfing,N
1176,2007,NEW ZEALAND,M,16,Fishing,N
1177,2007,COSTA RICA,M,36,Swimming,Y
1178,2007,AUSTRALIA,M,26,Other,N
1179,2007,NEW CALEDONIA,M,Unknown,Fishing,N
1180,2007,NEW CALEDONIA,M,30,Fishing,N
1181,2007,USA,Unknown,Unknown,Other,N
1182,2007,AUSTRALIA,M,41,Other,N
1183,2007,AUSTRALIA,M,20,Swimming,Y
1184,2007,SOUTH AFRICA,M,24,Surfing,Y
1185,2007,AUSTRALIA,M,Unknown,Surfing,N
1186,2007,USA,M,54,Surfing,N
1187,2007,USA,M,24,Surfing,N
1188,2006,AUSTRALIA,M,25,Surfing,N
1189,2006,NEW ZEALAND,M,10,Surfing,N
1190,2006,USA,M,43,Surfing,N
1191,2006,SOUTH AFRICA,M,25,Fishing,N
1192,2006,AUSTRALIA,M,15,Other,N
1193,2006,PHILIPPINES,Unknown,Unknown,Other,Y
1194,2006,USA,M,29,Swimming,N
1195,2006,SOUTH AFRICA,M,Unknown,Other,N
1196,2006,USA,M,22,Surfing,N
1197,2006,USA,M,15,Fishing,N
1198,2006,USA,M,20,Surfing,N
1199,2006,USA,M,Unknown,Surfing,N
1200,2006,USA,M,18,Other,N
1201,2006,BAHAMAS,F,26,Other,N
1202,2006,GULF OF ADEN,Unknown,Unknown,Other,Y
1203,2006,SOUTH AFRICA,M,36,Fishing,N
1204,2006,USA,M,19,Surfing,N
1205,2006,USA,M,Unknown,Other,N
1206,2006,USA,M,16,Surfing,N
1207,2006,USA,M,55,Swimming,N
1208,2006,USA,M,52,Surfing,N
1209,2006,AUSTRALIA,M,44,Other,Y
1210,2006,BRAZIL,M,20,Unknown,Y
1211,2006,USA,M,33,Other,N
1212,2006,USA,M,12,Swimming,N
1213,2006,SOUTH AFRICA,M,37,Surfing,N
1214,2006,USA,M,23,Surfing,N
1215,2006,AUSTRALIA,M,Unknown,Surfing,N
1216,2006,REUNION,M,27,Other,N
1217,2006,BRAZIL,M,17,Unknown,Y
1218,2006,BELIZE,M,34,Fishing,Y
1219,2006,ITALY,M,Unknown,Other,Y
1220,2006,REUNION,M,34,Surfing,Y
1221,2006,SOUTH AFRICA,M,Unknown,Surfing,N
1222,2006,SOUTH AFRICA,M,24,Other,N
1223,2006,USA,F,59,Other,N
1224,2006,REUNION,M,Unknown,Fishing,N
1225,2006,USA,Unknown,Unknown,Other,N
1226,2006,USA,M,41,Surfing,N
1227,2006,USA,M,Unknown,Other,N
1228,2006,USA,M,15,Surfing,N
1229,2006,SOUTH AFRICA,M,19,Surfing,N
1230,2006,USA,M,14,Surfing,N
1231,2006,USA,M,Unknown,Surfing,N
1232,2006,AUSTRALIA,Unknown,Unknown,Unknown,N
1233,2006,USA,M,49,Other,N
1234,2006,SPAIN,F,7,Swimming,N
1235,2006,USA,F,21,Swimming,N
